"title","url","stars","name","reviewUrl","text"
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","1",,,
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","5",,,
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","5",,,
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","4",,,"Enjoy menikmati suasana di luar masjidny"
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","5",,,"Masjid yg nyaman"
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","5",,,
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","5",,,"Masjid yang megah dan bersih.
Lokasi sekitar 30-40 menit dari pusat kota Bandung.
Pengelolaan bagus, terpelihara.
Parkir cukup luas.
Dalamnya megah, adem, dan nyaman untuk sholat dan ibadah lainnya.
Akses ke lokasi melewati jalan yang padat dan cukup sempit, jadinya macet."
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","5",,,
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","5",,,
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","5",,,
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","5",,,
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","5",,,"ingat ya guys klo kesini kalian harus dibarengi dengan niat sholatnya jangan hanya untuk ngambil spot buat foto"" terus pergi ya😊"
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","5",,,
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","5",,,"Seneng sekali berkunjung kesini sambil liat kereta lewat"
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","5",,,"Sungguh luar biasa. Masjid kebanggaan warga Jabar yg begitu megah, indah, bersih, tempat parkir jg luas."
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","3",,,"Rame banget, banyak orang"" pada piknik di pelataran masjid, itu di hari biasa apalagi weekend🥲

tapi dalemnya masyaAllah keren banget, untuk pengunjung kebersihannya perlu disadarkan lagi. Itu tempat ibadah, bukan tempat piknik."
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","5",,,"Alhamdulillah kesampaian juga ke masjid ini"
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","5",,,
"Masjid Raya Al Jabbar","https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al%20Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo","5",,,"Bikin betah"
