"title","url","stars","name","reviewUrl","text"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Salah satu masjid besar di Kabupaten Lamongan, Jawa Timur yang selalu menjadi jujukan bagi para travelers atau peziarah utk singgah sholat dan rehat sejenak setelah menempuh perjalanan dari arah kota/kabupaten Mojokerto, Jombang, Nganjuk, Kediri, dll..
Masjid megah dg lokasi yg luas dan strategis dan yg terutama adalah masjid dg pengelolaan yg amanah dan transparan karena semua keuangan masjid diperuntukkan seluas-luasnya bagi operasional masjid dan kenyamanan para jamaah."
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Masjid Namira 15.51, Rabu Legi 29-01-2025"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","4",,,"Masjid yg megah tetapi makmur"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Self Healing terbaik ❤️‍🩹
Tempat ternyaman untuk pelarian dari kebisingan dunia, Masjid terbaik di Lamongan 🕌 ❤️"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","1",,,"Jauh jauh dari Surabaya menuju ke Namira saya bawa anak saya terus anak saya makan bubur lalu liurnya gasengaja jatoh kena lantai saya burubburu bersih kan saya kasih yg wangi saya tisuin tapi ada bapak bapak natap saya tajam langsung pel nya dibawa and gatau sengaja atau gak pel dia ada air terus dia kayak nempel in pel nya ke baju saya untung gak kena dikit yg kena"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Bagusss banget"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","4",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Tempatnya sejuk, tenang, bersih, membuat ibada bisa lebih khusuk 🙏 semoga makin jadi terbaik"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Masjid paling mewah, paling bersih dan paling nyaman yang pernah saya kunjungi. Parkiran sangat luas. Banyak toilet dan tempat wudhu yang sangat bersih. Imam rawatib nya sangat khusyuk dalam memimpin sholat."
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Menghadiri akad nikah keponakan....suasana masjid cukup tenang, halaman parkirnya luas, kebersihan lingkungannya juga terjaga.......maklum baru pertama kali"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Tempat ibadah yg nyaman , bersih , rapi dan tempat parkir luas"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Bagus, bersih dan nyaman"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","4",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Karpet masjidnya empuk banget"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Kalo ke lamongan suka mampir ke masjid ini"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Masjid yang sangat luas dan nyaman. Lingkungan bersih dan adem. Di area masjid banyak dihiasi bonsai bonsai besar yang sangat menarik. Terdapat kolam ikan yang cukup besar dan banyak koi nya.  Kiswah yang menghiasi bagian depan  menjadi daya tarik masjid ini"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"masjid baguuus
bersih rapi sangat luaaaaaassss
kebersihan dijaga ya teman teman 🥰"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Tempat wisata Religi di Kota Lamongan, gak afdhol rasanya kalo ke kota Lamongan gak mampir ke Masjid ini.
Karena Masjid ni sangat Bersih, suasana di dalam Masjid Adem banget karena Full AC, jadi nyaman banget utk Sholat disini, dan bisa sekaligus utk Istirahat juga
Karena Fasilitas sangat Lengkap dari Toilet dan Kamar Mandi, Toilet banyak banget dan Bersih
Tempat Parkir juga Luas Banget, jadi gak perlu kwatir kalo mampir kesini"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"pernah viral pas masih sd wkwkw. pas kuliah baru kesampean mampir kesini. adem bangett"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","3",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Best mosque in town"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","4",,,"Perkiraan Luas mobil pribadi maupun Bus besar.
Yang terpenting taati peraturan yang ada ya kawan"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Salah satu tujuan wisata Religi di Kabupaten Lamongan. Bamyak wisatawan lokal yang berkunjung ke tempat ini,baik untuk beribadah maupun hanya sekedar berfoto ria sebagai kenang-kenangan. Dengan lokasi yang mudah di jangkau oleh kendaraan umum maupun prinbadi,parkiran yang luas dan tempat yang bersih serta nyaman  membuat tempat ini semakin diminati pengunjung. Tidak akan rugi kalau mau berkunjung ke tempat ini. Rekom banget dech 😇👍👍👍"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Sanggar bagus"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Lot of space"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Masjid yang nyaman untuk ibadah"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Masjid yang asri, wangi, dingin. Kolam ikan koi bikin belah berlama-lama"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"senang sih bisa Tahajud di masjid Namira"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","4",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Subhanallah MasyaAllah 🥰🥰🫀❤"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Masjidnya bagus..."
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Baguss, gede, adem, toliet terjaga kebersihannya
Fasilitas sangat oke"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Masjid yg nyaman parkiran sangat luas"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"⭐⭐⭐⭐⭐"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Masjid ikonik di kota Lamongan, design arsitektur yg indah dengan landscape yg menyatu dengan alam, sungguh tempat ibadah yg luar biasa indah.
Semoga jamaah nya semakin banyak ."
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"MasyaAllah"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","1",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"masjid bagus, kamar mandi bagus parkiran luass"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","1",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Setiap malam minggu ngajakin anak ke sana. Tempatnya sejuk, pemandangannya bagus bikin hati adem ayem"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Suasana yang sejuk; mengingatkan persis seperti di Masjid Nabawi atau Makkah juga begitu, kalo kangen Multazam di Makkah dan mungkin belum dimampukan kesana, bisa ikut jamaah di Masjid Namira dg mengambil Saf paling depan 👍"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Bersih, bagus, di dekatnya ada RM seafood"
"Namira Mosque","https://www.google.com/maps/search/?api=1&query=Namira%20Mosque&query_place_id=ChIJpWXYdHL3dy4RAIu8f-beZvo","5",,,"Tempatnya masyaallah sekali. Wangi bersih. Dan suasanya sejuk"
